"category","category_rank","product_name","brand_or_store","search_query","top_rank","top_title","top_url","blog_name","date","search_image_count","post_image_count","post_chars","headings","tone","structure"
"가전/청소/주방가전","5","쿠쿠 파워클론 Slim 무선청소기 CVC-G820NWM 노블화이트","쿠쿠전자","쿠쿠전자 무선청소기 후기","3","무소음 쿠쿠 BLDC 선풍기 CF-MNL1210NW 추천, 자연풍 같은 부드러움","https://blog.naver.com/cl8459460/224309751642","디지털쇼퍼","4주 전","2","2","2279","","추천형, 비교형, 친근체","결론/요약, 언박싱, 사용 장면, 장단점, 추천 대상, 구매 유도"
"가전/청소/주방가전","6","필터포유 고품질 음식물처리기 필터 활성탄 리필용 국내산 탈취필터 악취제거 4팩","필터포유","필터포유 음식물처리기 필터 활성탄 리필용 탈취필터","1","필터포유 음식물 탈취 효과 있을까?","https://blog.naver.com/keepstand30/224328984913","신혼살림일기","4일 전","15","16","1914","조용한 부엌의 작은 변화 / 제품 첫인상과 스펙 / 설치와 호환성 체크 / 일상 사용 느낌 평일 출근 / 주말 외출 후 돌아왔을 때 / 특수 상황 소고기 굽기 후 / 비교 사용기 전 제품과의 차이 / 관리와 교체 주기","체험형, 추천형, 정보형, 비교형","사용 장면, 장단점, 추천 대상, 구매 유도, 소제목 반복, 사진 다량"
"가전/청소/주방가전","6","필터포유 고품질 음식물처리기 필터 활성탄 리필용 국내산 탈취필터 악취제거 4팩","필터포유","필터포유 음식물처리기 필터 활성탄 리필용 탈취필터","2","[호환] 필터포유 미닉스 더 플렌더 음식물처리기 필터 활성탄 리필용 고품질 탈취필터 4팩","https://blog.naver.com/dmsal13579/224315102229","햇빛 쏟아지다 B.B","3주 전","2","2","120","","친근체",""
"가전/청소/주방가전","6","필터포유 고품질 음식물처리기 필터 활성탄 리필용 국내산 탈취필터 악취제거 4팩","필터포유","필터포유 음식물처리기 필터 활성탄 리필용 탈취필터","3","가성비 필터포유 음식물 처리기 필터 리필 숨쉬는 탈취 활성탄 + 다용도 파우치 세트 인기상품","https://blog.naver.com/b4b1g26_qghvth/224307940706","율서천","4주 전","6","12","2271","필터포유 음식물 처리기 / 1. 필터포유 음식물 처리기 필터 리필 숨쉬는 탈취 활성탄 + 다용도 파우치 세트 / ￦ 11,470원 / 별점 : ⭐⭐⭐⭐⭐ / 2. 테팔 그룹세브코리아 블렌더 블렌데오 플러스 믹서기 / ￦ 33,210원 / 별점 : ⭐⭐⭐⭐⭐ / 3. 메이든 착즙기,실버 ,JE-75B","체험형, 추천형, 정보형, 비교형","언박싱, 사용 장면, 추천 대상, 구매 유도, 소제목 반복, 사진 다량"
"가전/청소/주방가전","7","삼성 냉장고 RS84DG5602M9 양문형 푸드쇼케이스 메탈쿨링 오토오픈 846L 젠틀실버","삼성공식파트너 현성전자","삼성공식파트너 현성전자 삼성 냉장고 RS84DG5602M9 양문형 푸드쇼케이스 메탈쿨링","1","삼성 냉장고 RS84DG5602M9 양문형 푸드쇼케이스 메탈쿨링 오토오픈 846L 젠틀실버","https://blog.naver.com/tttown63/224328895846","아싸 꿀템","4일 전","0","1","24","","",""
"가전/청소/주방가전","7","삼성 냉장고 RS84DG5602M9 양문형 푸드쇼케이스 메탈쿨링 오토오픈 846L 젠틀실버","삼성공식파트너 현성전자","삼성공식파트너 현성전자 삼성 냉장고 RS84DG5602M9 양문형 푸드쇼케이스 메탈쿨링","2","삼성 냉장고 4도어 2도어 뭘 사야할까? 비교 가격 주의할 점, 삼성전자 온누리상품권 페이백 환급","https://blog.naver.com/mind031/224312365214","은수의집 : 4인 가족 리빙","3주 전","5","5","1814","삼성 냉장고 4도어 2도어 비교 가격 주의할 점, 삼성전자 온누리상품권 페이백 환급 / 냉장고 사기 전에 주의할 점 / 오프라인 가격만 보지 않아야 하는 이유 / 온누리 상품권 20% 환급 혜택","체험형, 추천형, 정보형, 비교형","추천 대상, 구매 유도, 소제목 반복"
"가전/청소/주방가전","7","삼성 냉장고 RS84DG5602M9 양문형 푸드쇼케이스 메탈쿨링 오토오픈 846L 젠틀실버","삼성공식파트너 현성전자","삼성공식파트너 현성전자 삼성 냉장고 RS84DG5602M9 양문형 푸드쇼케이스 메탈쿨링","3","양손 가득 장봐도 냉장고 걱정 없더라고요 &ndash; 삼성 양문형 냉장고 846L 오토오픈도어 &ndash; RS84DG5602M9","https://blog.naver.com/sellomon/224318609899","셀로몬의 살까말까 리포트","2주 전","4","4","2231","구매한 분들이 공통으로 이야기하는 것들 / 👉 지금 바로 확인하고 구매하기 https://naver.me/5Hy2Ts04","체험형, 추천형, 정보형, 비교형","사용 장면, 장단점, 추천 대상, 구매 유도"
"가전/청소/주방가전","8","삼성 26년형 인버터 제습기 18L 1등급 AY70H18100GTD 연속배수 어스브라운","삼성공식파트너 보보","삼성공식파트너 보보 26년형 1등급 AY70H18100GTD 제습기","1","삼성 26년형 인버터 제습기 18L 1등급 AY70H18100GTD 가격 비교 및 구매 후기","https://blog.naver.com/teruloved/224320732057","영혼이","2주 전","2","2","1625","삼성 AY70H18100GTD / 인버터, 연속배수, 삼성 AS / 약 40~60만원대 / LG 휘센 제습기 18L급 / 듀얼 인버터, 저소음, 스마트 기능 / 약 45~65만원대 / 위닉스 뽀송 18L급 / 제습 전문 브랜드, 다양한 라인업","체험형, 추천형, 정보형, 비교형","결론/요약, 사용 장면, 추천 대상, 구매 유도, 소제목 반복"
"가전/청소/주방가전","8","삼성 26년형 인버터 제습기 18L 1등급 AY70H18100GTD 연속배수 어스브라운","삼성공식파트너 보보","삼성공식파트너 보보 26년형 1등급 AY70H18100GTD 제습기","2","[39만 원대] 삼성 26년형 인버터 제습기 18L 1등급 AY70H18100GTD 추천 할인 후기","https://blog.naver.com/eunnoopy/224306305797","은누피의 레브로그","4주 전","6","6","2167","👉 삼성 인버터 제습기 18L 최대 혜택 확인하기 / ① [에너지/효율] 초절전 인버터 1등급과 SmartThings AI 절약 가이드 / ​ 📢 ""매일 가동해도 가벼운 전기요금, 스스로 에너지를 세이브하는 스마트 브레인"" / 📋 삼성 인버터 제습기 18L (AY70H18100GTD) 상세 스펙 요약 / 모델명 / 소비전력 / 삼성 인버터 제습기 18L / 266W 고효율 저전력 / 소음 수준 / 핵심 모터 / 수면을 방해하지 않는 32dB 초저소음 / 삼성 고성능 인버터 모터","체험형, 추천형, 정보형, 비교형","결론/요약, 언박싱, 사용 장면, 구매 유도, 소제목 반복"
"가전/청소/주방가전","8","삼성 26년형 인버터 제습기 18L 1등급 AY70H18100GTD 연속배수 어스브라운","삼성공식파트너 보보","삼성공식파트너 보보 26년형 1등급 AY70H18100GTD 제습기","3","삼성 26년형 인버터 제습기 18L 1등급 AY70H18100GTD 연속배수 어스브라운 진짜 추천","https://blog.naver.com/property_2356/224328990064","property_2356님의 블로그","4일 전","4","5","2897","스펙/구성 요약 / 삼성 26년형 인버터 제습기 18L 1등급 AY70H18100GTD 연속배수 어스브라운 / AY70H18100GTD / 연속배수 표기 / 삼성 공식파트너 보보 / 총 리뷰 306개, 평균 평점 4.92 / 사용 상황별 체크 / 장마철 실내 습도 관리","체험형, 추천형, 정보형, 비교형","결론/요약, 언박싱, 사용 장면, 추천 대상, 구매 유도, 소제목 반복"
"가전/청소/주방가전","9","26년형 한일 저소음선풍기 스탠드 가정용 아기바람 무소음 Y11","한일","한일 저소음선풍기 스탠드 가정용 아기바람 무소음 선풍기","1","85,000원대 년형 한일 저소음선풍기 스탠드 가정용 아기바람 무소음 Y11한일공식몰 비교 분석 &mdash; 이 제품 선택 이유","https://blog.naver.com/maru_230508/224328605811","진짜 핫딜","4일 전","0","1","776","","체험형, 추천형, 정보형, 비교형","결론/요약, 언박싱, 구매 유도"
"가전/청소/주방가전","9","26년형 한일 저소음선풍기 스탠드 가정용 아기바람 무소음 Y11","한일","한일 저소음선풍기 스탠드 가정용 아기바람 무소음 선풍기","2","쾌적한 수면 환경을 찾는다면 한일선풍기 추천 제품인 BLDC 무소음 리모컨 모델 써보니 체크 포인트가 보이네요","https://blog.naver.com/zazog5gy8/224329183275","zazog5gy8님의 블로그","4일 전","10","11","5597","[ 한일선풍기 ] / 쾌적한 여름을 위한 선택, 나에게 딱 맞는 한일선풍기 고르기 / 한일 프리미엄 BLDC 무소음 초미풍 슬림플랫 리모컨 선풍기 / 한일 프리미엄 BLDC 무소음 초미풍 슬림플랫 리모컨 선풍기 / ￦ 69,900원 / 👉 지금 가격 확인하기 👈 / ◆ 이런 점이 좋아요 / 조용한 휴식과 섬세한 바람의 조화","체험형, 추천형, 정보형, 비교형","결론/요약, 사용 장면, 장단점, 추천 대상, 구매 유도, 소제목 반복"
"가전/청소/주방가전","9","26년형 한일 저소음선풍기 스탠드 가정용 아기바람 무소음 Y11","한일","한일 저소음선풍기 스탠드 가정용 아기바람 무소음 선풍기","3","한일전기 봉분리 아기바람 선풍기 BBF-D12W 써봤어요","https://blog.naver.com/jipj293/224328845589","우니봉","4일 전","7","9","2700","요즘처럼 무더운 여름날이면 선풍기 하나도 장르별, 용도별로 다양한 선택이 가능하죠 ㅎㅎ / 저도 오래전부터 고민하던 차에 직접 써보고 괜찮았던 점이랑 다른 좋은 제품도 같이 추천드릴게요 ㅎㅎ / BEST 01 / 한일전기 봉분리 아기바람 BLDC 리모컨 선풍기, BBF-D12W / ₩ 109,000 · 별점 : ⭐⭐⭐⭐⭐ / 한일전기 봉분리 아기바람 BLDC 리모컨 선풍기, BBF-D12W / 이 제품은 강력한 BLDC 모터가 탑재돼 있어 체감상 획기적으로 빠른 냉각을 보여줍니다 ㅎㅎ / 공기 흐름의 부드러움과 낮은 소음이 특히 자취생이 쓰기 딱 좋고요 ㅎㅎ","체험형, 추천형, 정보형, 비교형","사용 장면, 장단점, 추천 대상, 구매 유도, 소제목 반복, 사진 다량"
"가전/청소/주방가전","10","26년형 한일선풍기 BLDC 스탠드 가정용 리모컨 무소음 저소음","한일","한일 한일선풍기 BLDC 스탠드 가정용 리모컨 무소음 선풍기","1","26년형 한일선풍기 BLDC 스탠드 가정용 리모컨 무소음 저소음 구매 전 체크 포인트","https://blog.naver.com/ejh8858/224328180359","아름드리의 이모저모 기록 이야기♥","4일 전","10","10","5673","2. 구매 전에 무엇을 확인해야 할까? ​ / 26년형 한일선풍기 BLDC 스탠드 가정용 리모컨 무소음 저소음 / 89,800원 / 정가/기존가 / 179,000원 / 구매자 의견 수 / 3. 비슷한 상품과 비교할 때 기준은 뭘까? ​ / 4. 가격·배송·옵션에서 놓치기 쉬운 점은? ​","체험형, 추천형, 정보형, 비교형","결론/요약, 언박싱, 사용 장면, 장단점, 추천 대상, 구매 유도"
"가전/청소/주방가전","10","26년형 한일선풍기 BLDC 스탠드 가정용 리모컨 무소음 저소음","한일","한일 한일선풍기 BLDC 스탠드 가정용 리모컨 무소음 선풍기","2","쾌적한 수면 환경을 찾는다면 한일선풍기 추천 제품인 BLDC 무소음 리모컨 모델 써보니 체크 포인트가 보이네요","https://blog.naver.com/zazog5gy8/224329183275","zazog5gy8님의 블로그","4일 전","10","11","5597","[ 한일선풍기 ] / 쾌적한 여름을 위한 선택, 나에게 딱 맞는 한일선풍기 고르기 / 한일 프리미엄 BLDC 무소음 초미풍 슬림플랫 리모컨 선풍기 / 한일 프리미엄 BLDC 무소음 초미풍 슬림플랫 리모컨 선풍기 / ￦ 69,900원 / 👉 지금 가격 확인하기 👈 / ◆ 이런 점이 좋아요 / 조용한 휴식과 섬세한 바람의 조화","체험형, 추천형, 정보형, 비교형","결론/요약, 사용 장면, 장단점, 추천 대상, 구매 유도, 소제목 반복"
"가전/청소/주방가전","10","26년형 한일선풍기 BLDC 스탠드 가정용 리모컨 무소음 저소음","한일","한일 한일선풍기 BLDC 스탠드 가정용 리모컨 무소음 선풍기","3","한일 BLDC 무소음 리모컨 선풍기, 조용함과 편의성 구매 전 체크할 점은?","https://blog.naver.com/mjw1032718/224329718314","다이소ㅣ쿠팡ㅣ아마존 꿀템 집합소","3일 전","6","6","3603","1. 한일 BLDC 무소음 리모컨 선풍기, 어떤 사람에게 잘 맞을까? ​ / 2. 구매 전에 무엇을 확인해야 할까? ​ / 한일 BLDC 무소음 리모컨 선풍기 / 73,900원 / 정가/기존가 / 80,900원 / 3. 비슷한 상품과 비교할 때 기준은 뭘까? ​ / 4. 가격·배송·옵션에서 놓치기 쉬운 점은? ​","체험형, 추천형, 정보형, 비교형","결론/요약, 언박싱, 사용 장면, 장단점, 추천 대상, 구매 유도"
"디지털/IT/모바일","1","(162만)2026 엘지 그램 15 15Z95U-GS5SK AMD5 사무용 대학생 가벼운 노트북","LG 공식판매 윈컴솔루션스","LG 공식판매 윈컴솔루션스 엘지 그램 AMD5 사무용 대학생 가벼운 노트북","1","[최대 103만] LG그램 노트북 14그램 인텔 울트라5 125H 16GB 256GB 인강용 초경량 : LG전자인증점 티앤티정보 완벽 분석","https://blog.naver.com/38go/224062563920","38go님의블로그","2025.11.03.","21","21","2059","LG그램 노트북은 휴대성과 성능을 모두 갖춘 프리미엄 모델입니다. ​ / https://naver.me/G8hM5ey3","추천형, 비교형, 친근체","언박싱, 사용 장면, 장단점, 추천 대상, 구매 유도, 사진 다량"
"디지털/IT/모바일","1","(162만)2026 엘지 그램 15 15Z95U-GS5SK AMD5 사무용 대학생 가벼운 노트북","LG 공식판매 윈컴솔루션스","LG 공식판매 윈컴솔루션스 엘지 그램 AMD5 사무용 대학생 가벼운 노트북","2","2025년 LG 그램 Pro 사무용 노트북 추천, 강력한 성능에 나만의 AI까지 만나자","https://blog.naver.com/choiking18/223804284743","충스","2025.03.21.","25","30","3856","Cinebench23 / (고성능 작업) / 싱글: 1,980점 / 멀티: 14,310점 / 싱글: 1,331점 / 멀티: 14,617점 / Cinebench24 / 싱글: 119점 / 멀티: 805점 / Geekbench6 / (실사용 조건 종합성능)","체험형, 추천형, 비교형, 친근체","사용 장면, 추천 대상, 구매 유도, 소제목 반복, 사진 다량"
"디지털/IT/모바일","1","(162만)2026 엘지 그램 15 15Z95U-GS5SK AMD5 사무용 대학생 가벼운 노트북","LG 공식판매 윈컴솔루션스","LG 공식판매 윈컴솔루션스 엘지 그램 AMD5 사무용 대학생 가벼운 노트북","3","LG그램 프로 Ultra5 다재다능 사무용 노트북","https://blog.naver.com/uuesqle446/224055206325","빛의 향연","2025.10.27.","3","3","1322","출처-네이버이미지 / 출처-네이버이미지 / ​ ↑↑상세정보확인하기↑↑ ​","체험형, 추천형, 비교형, 친근체","사용 장면, 장단점, 추천 대상, 구매 유도, 소제목 반복"
"디지털/IT/모바일","2","메이튼 안드로이드오토 카플레이 2in1 무선 동시호환 오토프로M","메이튼","메이튼 안드로이드오토 카플레이 무선 동시호환 오토프로M","1","차량용 무선 안드로이드오토/카플레이, 메이튼 오토프로M으로 신세계 경험했어요!","https://blog.naver.com/ninetieth49196/224330049065","ninetieth49196님의 블로그","2일 전","0","2","1203","배송과 첫인상","체험형, 추천형, 정보형, 친근체","언박싱, 사용 장면, 추천 대상, 구매 유도"
"디지털/IT/모바일","2","메이튼 안드로이드오토 카플레이 2in1 무선 동시호환 오토프로M","메이튼","메이튼 안드로이드오토 카플레이 무선 동시호환 오토프로M","2","​[제품 추천] 유선 지옥 탈출! 메이튼 안드로이드오토 카플레이 2in1 무선 동시 호환 오토프로M !!","https://blog.naver.com/desire400/224328935584","애비의 쇼핑 기록","4일 전","2","2","1938","","체험형, 추천형, 정보형, 친근체","추천 대상, 구매 유도"
"디지털/IT/모바일","2","메이튼 안드로이드오토 카플레이 2in1 무선 동시호환 오토프로M","메이튼","메이튼 안드로이드오토 카플레이 무선 동시호환 오토프로M","3","메이튼 오토프로M 카플레이 동시호환 안드로이드오토 사용기","https://blog.naver.com/tinker37177/224331347276","tinker37177님의 블로그","1일 전","0","2","1753","3개월 사용 후 느낀 장점들","체험형, 추천형, 비교형, 친근체","사용 장면, 장단점, 추천 대상, 구매 유도"
"디지털/IT/모바일","3","[중고] 레노버 노트북 씽크패드 X1 Carbon Gen7 i5","smartstore.naver.com","레노버 노트북 씽크패드 X1 Carbon Gen7","1","손쉬운 조작 X1카본 레노버 ThinkPad X1 Carbon Gen7 i5-10210U/8G/NVMe SSD 256G/윈11 14인치 사무용 노트북 추천합니다.","https://blog.naver.com/j6b3o3eykhamds/224328280772","도성누","5일 전","6","12","2493","레노버 ThinkPad X1 / ￦ 349,000원 / 별점 : ⭐⭐⭐⭐⭐ / ￦ 399,000원 / 별점 : ⭐⭐⭐⭐⭐ / 3. 레노버 씽크패드 X1 카본 9세대 14인치 노트북 / ￦ 650,000원 / 별점 : ⭐⭐⭐⭐⭐","체험형, 추천형, 정보형, 비교형","언박싱, 사용 장면, 추천 대상, 구매 유도, 소제목 반복, 사진 다량"
"디지털/IT/모바일","3","[중고] 레노버 노트북 씽크패드 X1 Carbon Gen7 i5","smartstore.naver.com","레노버 노트북 씽크패드 X1 Carbon Gen7","2","강추 보기 [중고] 레노버 노트북 씽크패드 X1 Carbon Gen7 i5-8세대 윈도우11 프로 언제나 좋은 기분","https://blog.naver.com/lkfubumc/224330393555","lkfubumc님의 블로그","2일 전","8","11","2432","왜 이걸 찾게 됐는지 / 사용 환경과 사용 기간 / 직접 써본 핵심 포인트 / 아쉬운 점과 주의사항 / 다른 대안과 비교 / 구매 전 셀프 체크 6문항 / 자주 묻는 질문(FAQ)","체험형, 추천형, 정보형, 비교형","결론/요약, 사용 장면, 장단점, 추천 대상, 구매 유도, 소제목 반복"
"디지털/IT/모바일","3","[중고] 레노버 노트북 씽크패드 X1 Carbon Gen7 i5","smartstore.naver.com","레노버 노트북 씽크패드 X1 Carbon Gen7","3","[홍대 노트북 수리] 레노버 싱크패드 X1 카본(Carbon) GEN7 키보드 고장 교체 수리","https://blog.naver.com/bhj7786/224317642001","홍대 NY컴퓨터(02)336-8804","3주 전","19","22","3403","홍대 NY컴퓨터 / ​ ✨KCA 한국컴퓨터협회 정식 등록 업체✨","체험형, 추천형, 정보형, 친근체","결론/요약, 사용 장면, 사진 다량"
"디지털/IT/모바일","4","앤커 사운드코어 리버티4 NC 노이즈캔슬링 블루투스이어폰 A3947","brand.naver.com","앤커 사운드코어 리버티4 NC 노이즈캔슬링 블루투스이어폰 이어폰","1","노이즈캔슬링 이어폰, 앤커 사운드코어 리버티 4 NC 리뷰","https://blog.naver.com/djusti/224105700779","버들붕어","2025.12.11.","6","6","2781","노이즈캔슬링 이어폰, 앤커 사운드코어 리버티 4 / 주요 스펙과 기본 특징 ​ / 노이즈캔슬링 성능과 음질 / 착용감과 통화 성능 / 배터리 성능과 편의 기능 / 장점과 단점 요약 / 이런 분들에게 추천합니다 / 결론: ANC 입문자부터 실속파까지 만족할 모델","추천형, 비교형, 친근체","결론/요약, 사용 장면, 장단점, 추천 대상, 구매 유도, 소제목 반복"
